-47,-40,433.3330445
-45,-38,430.5046174
-3,-12,1367.839754
-1,-10,1369.839754
1,8,7
3,10,9
2,11,10
0,9,8
-2,-9,1370.839754
-46,-37,429.9188309
-48,-39,432.747258
-50,-57,451.5756852
123,-115,673.9137803
120,-114,670.4995667
121,-113,671.0853532
53,-61,1274.999133
50,-60,1277.58492
48,-58,1278.756493
38,-48,1291.241774
36,-46,1294.070201
2,-12,1367.839754
0,-10,1369.839754
-2,8,7
-3,11,10
-112,102,261.9238816
-114,120,249.3380951
-113,121,247.9238816
-1,9,8
1,-9,1370.839754
3,-11,1368.839754
37,-45,1292.655988
39,-47,1289.827561
49,-57,1277.342279
51,-59,1276.170706
121,-116,672.3279938
112,-123,661.256926
63,-54,1264.685425
62,-53,1263.271211
61,-56,1267.513852
60,-55,1266.099639
114,-121,664.0853532
127,-118,679.156421
-51,-57,451.9898987
-50,-60,454.5756852
-49,-59,453.1614716
-48,-38,431.747258
-47,-37,430.3330445
-46,-40,432.9188309
-45,-39,431.5046174
-3,-9,1370.839754
-2,-12,1367.839754
-1,-11,1368.839754
0,10,9
1,11,10
2,8,7
3,9,8
126,-117,677.7422074
120,-115,670.9137803
123,-114,673.4995667
122,-113,672.0853532
54,-61,1274.58492
49,-60,1278.58492
51,-58,1275.756493
50,-57,1276.342279
48,-59,1279.170706
39,-46,1290.241774
37,-48,1293.070201
36,-47,1293.655988
3,-10,1369.839754
2,-9,1370.839754
1,-12,1367.839754
0,-11,1368.839754
-3,8,7
-113,122,248.3380951
-2,11,10
-1,10,9
120,-116,670.4995667
113,-123,663.0853532
62,-54,1265.099639
63,-53,1263.685425
60,-56,1267.928066
61,-55,1266.513852
55,-61,1274.999133
48,-60,1279.58492
38,-46,1291.241774
36,-48,1294.070201
2,-10,1369.839754
3,-9,1370.839754
0,-12,1367.839754
-1,11,10
-3,9,8
-113,123,247.9238816
-2,10,9
1,-11,1368.839754
37,-47,1292.655988
49,-59,1278.170706
50,-58,1276.756493
51,-57,1275.342279
114,-122,664.4995667
115,-121,665.0853532
126,-118,678.156421
127,-117,679.5706345
-51,-58,452.9898987
-49,-60,454.1614716
-47,-38,431.3330445
-48,-37,430.747258
-45,-40,432.5046174
-3,-10,1369.839754
-1,-12,1367.839754
1,10,9
0,11,10
3,8,7
2,9,8
-2,-11,1368.839754
-46,-39,431.9188309
-50,-59,453.5756852
121,-115,671.9137803
122,-114,672.4995667
123,-113,673.9137803
116,-121,666.9137803
126,-115,677.7422074
121,-118,672.3279938
48,-61,1279.999133
35,-48,1295.070201
34,-47,1296.484415
33,-46,1297.070201
32,-45,1297.655988
3,-16,1363.839754
2,-15,1364.839754
1,-14,1365.839754
0,-13,1366.839754
-1,12,11
-2,13,12
-3,14,13
53,-58,1273.756493
52,-57,1274.342279
55,-60,1273.170706
57,-54,1268.099639
59,-56,1267.513852
63,-52,1261.856998
58,-55,1267.513852
54,-59,1273.170706
122,-119,673.7422074
120,-117,670.9137803
127,-116,679.156421
125,-114,676.3279938
124,-113,674.9137803
-51,-63,457.9898987
-50,-62,456.5756852
-49,-61,455.1614716
-48,-36,429.747258
-47,-35,428.3330445
-46,-34,426.9188309
-45,-33,425.5046174
-3,-15,1364.839754
-2,-14,1365.839754
-1,-13,1366.839754
0,12,11
1,13,12
2,14,13
3,15,14
58,-56,1267.928066
126,-116,678.156421
121,-117,671.9137803
120,-118,671.3279938
63,-51,1260.856998
59,-55,1266.513852
62,-52,1262.271211
55,-59,1272.170706
127,-115,678.7422074
124,-114,675.3279938
125,-113,675.9137803
-51,-64,458.9898987
-49,-62,456.1614716
-47,-36,429.3330445
-45,-34,426.5046174
-3,-16,1363.839754
-1,-14,1365.839754
1,12,11
3,14,13
2,15,14
0,13,12
-2,-13,1366.839754
-46,-33,425.9188309
-48,-35,428.747258
-50,-61,455.5756852
49,-61,1278.999133
34,-48,1296.898628
32,-46,1298.070201
2,-16,1363.839754
0,-14,1365.839754
-2,12,11
-3,15,14
-1,13,12
1,-13,1366.839754
3,-15,1364.839754
33,-45,1296.655988
35,-47,1295.484415
52,-58,1274.756493
53,-57,1273.342279
54,-60,1273.58492
55,-58,1271.756493
124,-115,674.9137803
120,-119,671.7422074
59,-54,1266.099639
63,-50,1259.856998
57,-56,1268.928066
56,-55,1269.513852
54,-57,1272.342279
50,-61,1277.999133
33,-48,1297.898628
35,-46,1295.070201
34,-45,1295.655988
32,-47,1298.484415
3,-14,1365.839754
2,-13,1366.839754
1,-16,1363.839754
0,-15,1364.839754
-3,12,11
-2,15,14
-1,14,13
52,-59,1275.170706
53,-60,1274.58492
123,-118,675.156421
122,-117,673.7422074
125,-116,676.3279938
127,-114,678.3279938
-51,-61,455.9898987
126,-113,676.9137803
-50,-64,458.5756852
-49,-63,457.1614716
-48,-34,427.747258
-47,-33,426.3330445
-46,-36,428.9188309
-45,-35,427.5046174
-3,-13,1366.839754
-2,-16,1363.839754
-1,-15,1364.839754
0,14,13
1,15,14
2,12,11
3,13,12
124,-116,675.3279938
121,-119,672.7422074
57,-55,1268.513852
58,-54,1267.099639
55,-57,1271.342279
56,-56,1269.928066
53,-59,1274.170706
54,-58,1272.756493
51,-61,1276.999133
34,-46,1296.070201
35,-45,1294.655988
32,-48,1298.898628
2,-14,1365.839754
3,-13,1366.839754
0,-16,1363.839754
-1,15,14
-3,13,12
-2,14,13
1,-15,1364.839754
33,-47,1297.484415
52,-60,1275.58492
122,-118,673.3279938
123,-117,674.7422074
125,-115,676.7422074
126,-114,677.3279938
127,-113,677.9137803
-51,-62,456.9898987
-49,-64,458.1614716
-47,-34,427.3330445
-48,-33,426.747258
-45,-36,428.5046174
-3,-14,1365.839754
-1,-16,1363.839754
1,14,13
0,15,14
3,12,11
2,13,12
-2,-15,1364.839754
-46,-35,427.9188309
-50,-63,457.5756852
127,-112,677.4995667
107,-124,655.0142853
108,-125,656.4284989
106,-123,653.6000718
105,-122,652.1858582
104,-121,650.7716447
35,-52,1295.898628
34,-51,1297.312842
33,-50,1297.898628
32,-49,1299.312842
3,-20,1359.839754
2,-19,1360.839754
1,-18,1361.839754
0,-17,1362.839754
-1,16,15
-2,17,16
-3,18,17
-113,96,268.3380951
-110,125,244.0954544
-111,126,245.509668
-108,123,241.2670273
-109,124,242.6812409
-106,121,240.4386002
-107,122,239.8528137
-114,97,267.7523087
-115,98,267.1665222
-116,99,266.5807358
-117,100,265.9949494
-118,101,265.4091629
-119,102,264.8233765
-48,-64,457.747258
-49,-33,427.1614716
-51,-35,429.9898987
-50,-34,428.5756852
-47,-63,456.3330445
-46,-62,454.9188309
-45,-61,453.5046174
-3,-19,1360.839754
-2,-18,1361.839754
-1,-17,1362.839754
0,16,15
1,17,16
2,18,17
3,19,18
108,-126,656.0142853
109,-125,657.4284989
106,-124,653.1858582
107,-123,654.6000718
104,-122,650.3574311
43,-59,1284.999133
41,-57,1286.999133
39,-55,1289.827561
37,-53,1292.655988
35,-51,1295.484415
32,-50,1299.727056
2,-20,1359.839754
0,-18,1361.839754
-2,16,15
-3,19,18
-114,96,268.7523087
-116,98,267.5807358
-118,100,266.4091629
-119,103,263.8233765
-117,101,264.9949494
-115,99,266.1665222
-113,97,267.3380951
-110,124,243.6812409
-109,125,242.2670273
-106,120,241.4386002
-107,123,239.4386002
-108,122,240.8528137
-1,17,16
1,-17,1362.839754
3,-19,1360.839754
33,-49,1298.312842
105,-121,651.7716447
126,-112,676.4995667
127,-111,677.9137803
-51,-36,430.9898987
-49,-34,428.1614716
-50,-33,427.5756852
-47,-64,457.3330445
-45,-62,454.5046174
-3,-20,1359.839754
-1,-18,1361.839754
1,16,15
3,18,17
2,19,18
0,17,16
-2,-17,1362.839754
-46,-61,453.9188309
-48,-63,456.747258
43,-58,1284.58492
107,-122,655.0142853
110,-125,659.256926
105,-124,652.1858582
104,-123,650.7716447
42,-57,1285.999133
39,-54,1290.241774
38,-53,1291.655988
32,-51,1299.312842
1,-20,1359.839754
3,-18,1361.839754
2,-17,1362.839754
0,-19,1360.839754
-3,16,15
-115,96,269.1665222
-113,98,266.3380951
-107,120,241.8528137
-105,122,239.0243866
-106,123,238.4386002
-108,121,241.2670273
-111,124,245.509668
-110,127,244.0954544
-109,126,242.6812409
-114,99,265.7523087
-116,97,268.5807358
-117,102,263.9949494
-118,103,263.4091629
-119,100,266.8233765
-120,101,266.2375901
-2,19,18
-1,18,17
34,-49,1296.484415
35,-50,1295.898628
106,-121,653.6000718
125,-112,675.4995667
-46,-64,456.9188309
-45,-63,455.5046174
-3,-17,1362.839754
-2,-20,1359.839754
-1,-19,1360.839754
0,18,17
1,19,18
2,16,15
3,17,16
-48,-62,455.747258
-50,-36,430.5756852
-51,-33,427.9898987
-49,-35,429.1614716
-47,-61,454.3330445
107,-121,654.6000718
104,-124,650.3574311
42,-58,1286.413347
38,-54,1291.241774
35,-49,1295.484415
33,-51,1298.312842
2,-18,1361.839754
3,-17,1362.839754
0,-20,1359.839754
-1,19,18
-3,17,16
-106,122,239.4386002
-105,123,238.0243866
-108,120,242.2670273
-110,126,243.6812409
-109,127,242.2670273
-112,124,246.509668
-111,125,245.0954544
-107,121,240.8528137
-114,98,266.7523087
-113,99,265.3380951
-116,96,269.5807358
-118,102,264.4091629
-117,103,262.9949494
-120,100,267.2375901
-119,101,265.8233765
-115,97,268.1665222
-2,18,17
1,-19,1360.839754
34,-50,1296.898628
39,-53,1289.827561
43,-57,1284.999133
105,-123,651.7716447
106,-122,653.1858582
124,-112,674.4995667
-51,-34,428.9898987
-49,-36,430.1614716
-50,-35,429.5756852
-45,-64,456.5046174
-3,-18,1361.839754
-1,-20,1359.839754
1,18,17
0,19,18
3,16,15
2,17,16
-2,-19,1360.839754
-46,-63,455.9188309
-47,-62,455.3330445
-48,-61,454.747258
47,-60,1280.58492
110,-123,658.4284989
105,-126,652.1858582
106,-127,653.6000718
104,-125,650.7716447
111,-124,659.8427125
109,-122,657.0142853
108,-121,655.6000718
123,-112,673.4995667
-48,-60,453.747258
-49,-37,431.1614716
-51,-39,433.9898987
-50,-38,432.5756852
-47,-59,452.3330445
-46,-58,450.9188309
-45,-57,449.5046174
-3,-23,1356.839754
-2,-22,1357.839754
-1,-21,1358.839754
0,20,19
1,21,20
2,22,21
3,23,22
46,-59,1281.170706
45,-58,1282.58492
44,-57,1283.170706
39,-52,1290.241774
38,-51,1291.655988
37,-50,1293.070201
36,-49,1294.484415
3,-24,1355.839754
2,-23,1356.839754
1,-22,1357.839754
0,-21,1358.839754
-1,20,19
-2,21,20
-3,22,21
-117,96,269.9949494
-115,102,263.1665222
-116,103,262.5807358
-113,100,264.3380951
-111,122,245.509668
-112,123,246.9238816
-109,120,242.6812409
-107,126,239.8528137
-108,127,241.2670273
-105,124,237.0243866
-106,125,238.4386002
-110,121,244.0954544
-114,101,263.7523087
-118,97,269.4091629
-119,98,268.8233765
-120,99,268.2375901
106,-128,653.1858582
107,-127,654.6000718
104,-126,650.3574311
46,-60,1281.58492
44,-58,1283.58492
38,-52,1291.241774
36,-50,1294.070201
2,-24,1355.839754
0,-22,1357.839754
-2,20,19
-3,23,22
-106,124,238.0243866
-108,126,240.8528137
-107,127,239.4386002
-105,125,236.6101731
-110,120,243.6812409
-112,122,246.509668
-111,123,245.0954544
-109,121,242.2670273
-114,100,264.7523087
-116,102,263.5807358
-115,103,262.1665222
-113,101,263.3380951
-118,96,270.4091629
-120,98,269.2375901
-119,99,267.8233765
-117,97,268.9949494
-1,21,20
1,-21,1358.839754
3,-23,1356.839754
37,-49,1292.655988
39,-51,1289.827561
45,-57,1282.170706
47,-59,1280.170706
105,-125,651.7716447
110,-124,658.8427125
111,-123,660.256926
108,-122,656.0142853
109,-121,657.4284989
122,-112,672.4995667
-47,-60,453.3330445
-45,-58,450.5046174
-3,-24,1355.839754
-1,-22,1357.839754
1,20,19
3,22,21
2,23,22
0,21,20
-2,-21,1358.839754
-46,-57,449.9188309
-48,-59,452.747258
-51,-40,434.9898987
-50,-37,431.5756852
-49,-38,432.1614716
107,-126,655.0142853
105,-128,652.1858582
104,-127,650.7716447
47,-58,1279.756493
46,-57,1281.170706
106,-125,653.6000718
109,-124,657.8427125
108,-123,656.4284989
111,-122,659.8427125
-46,-60,452.9188309
-48,-58,451.747258
-50,-40,434.5756852
-51,-37,431.9898987
-49,-39,433.1614716
-47,-57,450.3330445
-45,-59,451.5046174
-3,-21,1358.839754
-2,-24,1355.839754
-1,-23,1356.839754
0,22,21
1,23,22
2,20,19
3,21,20
110,-121,658.4284989
45,-60,1282.58492
44,-59,1283.999133
39,-50,1290.241774
38,-49,1291.655988
37,-52,1293.070201
36,-51,1294.484415
3,-22,1357.839754
2,-21,1358.839754
1,-24,1355.839754
0,-23,1356.839754
-3,20,19
-119,96,270.8233765
-117,98,267.9949494
-115,100,265.1665222
-113,102,262.3380951
-111,120,245.509668
-109,122,242.6812409
-107,124,239.8528137
-105,126,237.0243866
-106,127,238.4386002
-108,125,241.2670273
-110,123,244.0954544
-112,121,246.9238816
-114,103,261.7523087
-116,101,264.5807358
-118,99,267.4091629
-120,97,270.2375901
-2,23,22
-1,22,21
107,-125,654.6000718
104,-128,650.3574311
47,-57,1280.170706
45,-59,1282.999133
38,-50,1291.241774
39,-49,1289.827561
36,-52,1294.070201
2,-22,1357.839754
3,-21,1358.839754
0,-24,1355.839754
-1,23,22
-3,21,20
-106,126,238.0243866
-105,127,236.6101731
-108,124,240.8528137
-107,125,239.4386002
-110,122,243.6812409
-109,123,242.2670273
-112,120,246.509668
-111,121,245.0954544
-114,102,262.7523087
-113,103,261.3380951
-116,100,265.5807358
-115,101,264.1665222
-118,98,268.4091629
-117,99,266.9949494
-120,96,271.2375901
-119,97,269.8233765
-2,22,21
1,-23,1356.839754
37,-51,1292.655988
46,-58,1281.58492
105,-127,651.7716447
106,-126,653.1858582
108,-124,656.0142853
109,-123,657.4284989
110,-122,658.8427125
111,-121,660.256926
-45,-60,452.5046174
-3,-22,1357.839754
-1,-24,1355.839754
1,22,21
0,23,22
3,20,19
2,21,20
-2,-23,1356.839754
-46,-59,451.9188309
-47,-58,451.3330445
-48,-57,450.747258
-49,-40,434.1614716
-50,-39,433.5756852
-51,-38,432.9898987
102,-127,647.9432175
103,-128,649.3574311
101,-126,646.529004
100,-125,645.1147904
111,-120,659.8427125
-51,-43,437.9898987
-50,-42,436.5756852
-49,-41,435.1614716
110,-119,658.4284989
109,-118,657.0142853
47,-56,1279.756493
46,-55,1280.342279
45,-54,1281.756493
44,-53,1283.170706
43,-52,1284.58492
42,-51,1285.999133
41,-50,1287.413347
40,-49,1288.827561
4,-29,1351.253967
3,-28,1351.839754
2,-27,1352.839754
1,-26,1353.839754
0,-25,1354.839754
-1,24,23
-2,25,24
-3,26,25
-113,104,260.3380951
-111,118,245.509668
-112,119,246.9238816
-109,116,246.6812409
-103,126,234.1959595
-104,127,235.6101731
-110,117,246.0954544
-114,105,259.7523087
-115,106,259.1665222
-116,107,258.5807358
-117,108,257.9949494
-118,109,257.4091629
-48,-56,449.747258
-47,-55,448.3330445
-46,-54,446.9188309
-45,-53,445.5046174
-3,-27,1352.839754
-2,-26,1353.839754
-1,-25,1354.839754
0,24,23
1,25,24
2,26,25
3,27,26
102,-128,647.529004
103,-127,648.9432175
100,-126,644.7005769
101,-125,646.1147904
110,-120,658.8427125
111,-119,660.256926
-51,-44,438.9898987
-49,-42,436.1614716
-50,-41,435.5756852
-47,-56,449.3330445
-45,-54,446.5046174
-3,-28,1351.839754
-1,-26,1353.839754
1,24,23
3,26,25
2,27,26
0,25,24
-2,-25,1354.839754
-46,-53,445.9188309
-48,-55,448.747258
108,-118,656.0142853
109,-117,657.4284989
46,-56,1280.756493
44,-54,1282.756493
42,-52,1285.58492
40,-50,1288.413347
4,-30,1350.253967
2,-28,1351.839754
0,-26,1353.839754
-2,24,23
-3,27,26
-114,104,260.7523087
-116,106,259.5807358
-118,108,258.4091629
-117,109,256.9949494
-115,107,258.1665222
-113,105,259.3380951
-112,118,246.509668
-111,119,245.0954544
-110,116,247.0954544
-109,117,245.6812409
-104,126,235.1959595
-103,127,233.7817459
-1,25,24
1,-25,1354.839754
3,-27,1352.839754
41,-49,1286.999133
43,-51,1284.170706
45,-53,1281.342279
47,-55,1279.342279
103,-126,649.3574311
101,-128,646.529004
100,-127,645.1147904
47,-54,1278.928066
46,-53,1280.342279
102,-125,647.9432175
109,-120,657.0142853
108,-119,655.6000718
111,-118,659.8427125
-46,-56,448.9188309
-48,-54,447.747258
-50,-44,438.5756852
-51,-41,435.9898987
-49,-43,437.1614716
-47,-53,446.3330445
-45,-55,447.5046174
-3,-25,1354.839754
-2,-28,1351.42554
-1,-27,1352.839754
0,26,25
1,27,26
2,24,23
3,25,24
110,-117,658.4284989
45,-56,1281.756493
44,-55,1283.170706
43,-50,1284.58492
42,-49,1285.999133
41,-52,1287.413347
40,-51,1288.827561
4,-31,1349.253967
1,-28,1351.839754
3,-26,1353.839754
2,-25,1354.839754
0,-27,1352.839754
-3,24,23
-115,104,261.1665222
-113,106,258.3380951
-111,116,247.509668
-109,118,244.6812409
-104,125,235.6101731
-102,127,232.7817459
-110,119,244.0954544
-112,117,246.9238816
-114,107,257.7523087
-116,105,260.5807358
-117,110,255.9949494
-118,111,255.4091629
-2,27,26
-1,26,25
103,-125,648.9432175
100,-128,644.7005769
46,-54,1280.756493
47,-53,1279.342279
101,-127,646.1147904
102,-126,647.529004
108,-120,656.0142853
109,-119,657.4284989
110,-118,658.8427125
111,-117,659.4284989
-45,-56,448.5046174
-3,-26,1353.839754
-1,-28,1351.839754
1,26,25
0,27,26
3,24,23
2,25,24
-2,-27,1352.839754
-46,-55,447.9188309
-47,-54,447.3330445
-48,-53,446.747258
-49,-44,438.1614716
-50,-43,437.5756852
-51,-42,436.9898987
44,-56,1283.58492
42,-50,1285.58492
40,-52,1288.413347
4,-32,1348.253967
0,-28,1351.839754
-1,27,26
-3,25,24
-102,126,233.7817459
-104,124,236.6101731
-103,125,235.1959595
-110,118,245.0954544
-109,119,243.6812409
-112,116,247.9238816
-111,117,246.509668
-114,106,258.7523087
-113,107,257.3380951
-116,104,261.5807358
-118,110,256.4091629
-117,111,254.9949494
-115,105,260.1665222
-2,26,25
1,-27,1352.839754
2,-26,1353.839754
3,-25,1354.839754
41,-51,1286.999133
45,-55,1282.170706
99,-128,643.7005769
98,-127,642.2863633
103,-124,649.3574311
102,-123,647.9432175
107,-120,654.1858582
111,-116,659.8427125
-48,-52,445.747258
-49,-45,439.1614716
-51,-47,441.9898987
-50,-46,440.5756852
-47,-51,444.3330445
-46,-50,442.9188309
-45,-49,441.5046174
-2,-30,1349.42554
-1,-29,1350.839754
0,28,27
1,29,28
2,30,29
3,31,30
43,-56,1284.58492
42,-55,1285.999133
41,-54,1287.413347
40,-53,1288.827561
3,-32,1347.839754
2,-31,1348.839754
1,-30,1349.839754
0,-29,1350.839754
-1,28,27
-2,29,28
-3,30,29
-117,104,261.9949494
-115,110,255.1665222
-116,111,254.5807358
-113,108,256.3380951
-112,115,248.9238816
-110,113,250.0954544
-107,118,243.8528137
-104,123,237.6101731
-108,119,243.2670273
-111,114,249.509668
-114,109,255.7523087
-118,105,261.4091629
-119,106,260.8233765
99,-127,643.2863633
98,-128,641.8721497
102,-124,647.529004
103,-123,648.9432175
106,-120,653.1858582
107,-119,654.6000718
-47,-52,445.3330445
-45,-50,442.5046174
-1,-30,1349.839754
1,28,27
3,30,29
2,31,30
0,29,28
-2,-29,1350.42554
-46,-49,441.9188309
-48,-51,444.747258
-51,-48,442.9898987
-50,-45,439.5756852
-49,-46,440.1614716
42,-56,1285.58492
43,-55,1284.170706
40,-54,1288.413347
2,-32,1347.839754
0,-30,1349.839754
-2,28,27
-3,31,30
-118,104,262.4091629
-119,107,259.8233765
-117,105,260.9949494
-116,110,255.5807358
-115,111,254.1665222
-114,108,256.7523087
-113,109,255.3380951
-110,112,251.0954544
