0.00E+00,0
-8.73E-05,-0.004999238
-0.000173564,-0.009943485
-0.000517731,-0.019826642
-0.001288196,-0.034582553
0.002741568,-0.009464198
0.007405973,0.020331542
0.011175017,0.044871286
0.022268729,0.108456994
0.041211732,0.210540939
0.060931961,0.316403857
0.08754857,0.460464714
0.112992911,0.598018859
0.144428133,0.773565318
0.176120002,0.952144341
0.207798468,1.133747746
0.239688212,1.353349596
0.270384572,1.610526951
0.300743272,1.864875355
0.330231619,2.121397069
0.360185599,2.37015985
0.390763347,2.611277953
0.419976284,2.854636841
0.440729454,3.134482106
0.452521614,3.45028418
0.455545865,3.801668565
0.459519521,4.144285237
0.45635942,4.522499751
0.454024645,4.891616801
0.450933612,5.261612041
