0,0
6.98E-04,0.039993908
0.003474283,0.119493465
0.010370603,0.237902594
0.024061765,0.394414722
0.047807875,0.587881395
0.084723472,0.816897733
0.138392544,1.079527285
0.212741367,1.373143898
0.311320503,1.694717106
0.437755225,2.04036603
0.595091729,2.405817695
0.785422765,2.787102807
1.01008159,3.180730998
1.269822879,3.583803121
1.564977462,3.994076433
1.895573518,4.409996719
2.261420886,4.830708511
2.662313298,5.255370624
3.097887023,5.683839874
3.567629638,6.11665702
4.070853182,6.555024553
4.606841242,7.000107461
5.174850865,7.453032914
5.774114447,7.914890036
6.403841566,8.386729749
7.063497687,8.868923849
7.752550189,9.361832146
8.470750701,9.865164094
9.21811991,10.37798924
9.994656701,10.89938913
10.80056707,11.42779788
11.63599201,11.96166389
12.50083263,12.50012763
